,Unnamed: 0,Rating,Review,lang,cleaned
43276,43276,4,"It says that you can buy the last kiss in the armory for 95 gems so I saved up and it's not there, pls fix",en,"It say that you can buy the last kiss in the armory for 95 gem so I save up and it 's not there , pls fix"
43277,43277,5,Good game just updates  I have get rid of a lot of games,en,Good game just update I have get rid of a lot of game
43278,43278,3,The company really needs to change some things around here for example the judge was 420 coins now it is for gems nanobots rifle was for 160 coins now its for gems combat yoyo was 140 coins now its 320 coins  one shot was 140 coins now its also 320 coins plus I think all these weapons were nerfed and not much weapons are for coins and even if they are most of them are  underpowered and almost all upgrades are for gems BTW in a private match make a button that turns on or off average equipment for example if you turn that button on everyone in the server will get the same armour HP and gun damage just like in siege and also make gun filters and if you can enable or disable pets gadgets or clothing effects and also make a button for the server so you can decide if you want to play to win coins keys trophies and clan medals or just for fun thank you for reading this,en,The company really need to change some thing around here for example the judge be 420 coin now it be for gem nanobots rifle be for 160 coin now it for gem combat yoyo be 140 coin now it 320 coin one shot be 140 coin now it also 320 coin plus I think all these weapon be nerfed and not much weapon be for coin and even if they be most of them be underpowered and almost all upgrade be for gem BTW in a private match make a button that turn on or off average equipment for example if you turn that button on everyone in the server will get the same armour HP and gun damage just like in siege and also make gun filter and if you can enable or disable pet gadget or clothing effect and also make a button for the server so you can decide if you want to play to win coin key trophy and clan medal or just for fun thank you for read this
43280,43280,5,I LOVE THIS GAME,en,I LOVE THIS GAME
43282,43282,5,I loved the game since I think the beta!! P.S my usernames was luckyforwinning,en,I love the game since I think the beta exclamation_point exclamation_point P.S my usernames be luckyforwinning
43286,43286,4,"I think this game is fun,don't get me wrong there is a lot of things to do but once you have done everything it gets boring so you have to leave it for a while then play so you don't get super bored anyway good game",en,"I think this game be fun , do n't get me wrong there be a lot of thing to do but once you have do everything it get bore so you have to leave it for a while then play so you do n't get super bore anyway good game"
43289,43289,5,This game is fantastic,en,This game be fantastic
43297,43297,5,It is really good and the best  game ever since I was  born,en,It be really good and the best game ever since I be bear
43301,43301,5,I love it it's so op,en,I love it it 's so op
43302,43302,5,Its  A Great game but The guns cost so much money and when you win you dont get a lot of money  .,en,Its A Great game but The gun cost so much money and when you win you dont get a lot of money .
43309,43309,5,The game is gud.,en,The game be gud .
43316,43316,5,It is good game,en,It be good game
43317,43317,5,I love the idea of pixal gun,en,I love the idea of pixal gun
43320,43320,5,Nice game,en,Nice game
43321,43321,4,"what ?! 31 level  , anti-champion rifle on 14 level and next upgrade costs 160 gems ?! the gun costs 170 !",en,"what ? exclamation_point 31 level , anti-champion rifle on 14 level and next upgrade cost 160 gem ? exclamation_point the gun cost 170 exclamation_point"
43324,43324,5,Top,en,Top
43337,43337,4,I used to play like Pixel Fury this is just like it I used to be a pro back then I wanna start a new pixel game like Pixel Fury this might be better !,en,I use to play like Pixel Fury this be just like it I use to be a pro back then I wan na start a new pixel game like Pixel Fury this might be good exclamation_point
43338,43338,4,ME GUSTO PERO ALA HORA QUE LO INSTALO ME DICE QUE NESECITO 70 MB BORRE ALGO DE 80 MB Y AL FINAL CUANDO TIENE 100% APARESE INSTALANDO ME SALGO Y SE BORRA APARTE LO HAGO DE NUEVO Y ME PIDE 200MB ARREGLEN ESO PORFA LOS AMO,en,ME GUSTO PERO ALA HORA QUE LO INSTALO ME DICE QUE NESECITO 70 MB BORRE ALGO DE 80 MB Y AL FINAL CUANDO TIENE 100 % APARESE INSTALANDO ME SALGO Y SE BORRA APARTE LO HAGO DE NUEVO Y ME PIDE 200MB ARREGLEN ESO PORFA LOS AMO
43342,43342,5,This game is the super aswome,en,This game be the super aswome
43343,43343,5,"It doesn't work, every time I open the app it just sits there in the loading screen, if your reading this please fix this big.",en,"It do n't work , every time I open the app it just sit there in the loading screen , if your reading this please fix this big ."
43345,43345,5,Das spiel ist so cool,en,Das spiel ist so cool
43349,43349,1,I think that this new update is terrible. I went to level 31 to nothing  This is the worst update this company has released.  And If u lower down the chance of getting no Lag then that would be a brilliant start,en,I think that this new update be terrible . I go to level 31 to nothing This be the bad update this company have release . And If u low down the chance of get no Lag then that would be a brilliant start
43362,43362,1,"You need to spend money on the game to get better,game play is ok but I hate it becouse you need to use real money",en,"You need to spend money on the game to get well , game play be ok but I hate it becouse you need to use real money"
43369,43369,5,It is a great game,en,It be a great game
43383,43383,5,I love this game so much. This should be the top best game on your phone on the leader board! Just like fortnite battle royale!,en,I love this game so much . This should be the top best game on your phone on the leader board exclamation_point Just like fortnite battle royale exclamation_point
43385,43385,1,I CANT DOWNLOAD    THE GAME! I played this GAME back then,en,I CANT DOWNLOAD THE GAME exclamation_point I play this GAME back then
43386,43386,5,Great game,en,Great game
43390,43390,2,"I've been playing this game pretty much ever since I was a kid almost 4 years now to think about it. But ever since the game has been making so many updates (that are useless in my opinion) it is so ridiculous that how much it takes your gadgets space. I mean one or two updates are fine but like over 10 updates in just a year? Isn't that a bit over board?  Hey don't get me wrong, I'm just saying my opinion so don't over think what I say. Also there's another problem.  THE LAG. Like seriously, making so much updates that most of them don't work well in a person's device is just dumb. I'm not saying that I hate the game. It's just that I don't play it AT ALL cause of those reasons.  Plus even if I tried to  re  upload the app, it won't let me cause of the amount of space it needs.  Pixel gun please really try to fix the problem that users are pointing to you. Because I've noticed most of the time there has been plenty of complaints on things and well I thought I could tell you mine. That's all thank you for reading even though most of the time you actually never do.",en,"I 've be play this game pretty much ever since I be a kid almost 4 year now to think about it . But ever since the game have be make so many update ( that be useless in my opinion ) it be so ridiculous that how much it take your gadget space . I mean one or two update be fine but like over 10 update in just a year ? Is n't that a bit over board ? Hey do n't get me wrong , I 'm just say my opinion so do n't over think what I say . Also there 's another problem . THE LAG . Like seriously , make so much update that most of them do n't work well in a person 's device be just dumb . I 'm not say that I hate the game . It 's just that I do n't play it AT ALL cause of those reason . Plus even if I try to re upload the app , it won n't let me cause of the amount of space it need . Pixel gun please really try to fix the problem that user be point to you . Because I 've notice most of the time there have be plenty of complaint on thing and well I think I could tell you mine . That 's all thank you for read even though most of the time you actually never do ."
